section,section_heading,commodity,ppm,expiration_note,row_type
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-propenoic acid, 2-methyl-, polymers with tert-Bu acrylate, Me methacrylate, polyethylene glycol methacrylate C16-C18-alkyl ethers and vinylpyrrolidone, tert-Bu 2-ethylhexaneperoxoate-initiated, compounds with 2-amino-2-methyl-1-propanol, minimum number average molecular weight (in amu), 2,600",1515872-09-9,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-propenoic acid, 2-methyl-, telomer with 1-dodecanethiol, and 2-methyloxirane polymer with oxirane monoether with 1,2-propanediol mono(2-methyl-2-propenoate), minimum number average molecular weight 3300 Daltons",1186225-21-7,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, 2-methyl-, telomer with 2-ethylhexyl 2-propenoate, 2-propanol and sodium 2-methyl-2-[(1-oxo-2-propen-1-yl) amino]-1-propanesulfonate (1:1), sodium salt, minimum number average molecular weight (in amu): 2,900",1260001-65-7,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, monoester with 1,2-propanediol, polymer with α-[4-(ethenyloxy) butyl]-ω-hydroxypoly (oxy-1,2-ethanediyl) and 2,5-furandione, minimum number average molecular weight (in amu), 25,000",955015-23-3,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-propenoic acid polymer, with 1,3-butadiene and ethenylbenzene, minimum number average molecular weight (in amu), 9400",25085-39-6,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, polymer with butyl 2-propenoate, ethenylbenzene and (1-methylethenyl) benzene, ammonium salt, minimum number average molecular weight (in amu), 2,300",360564-31-4,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, polymer with ethene, ethenyl acetate and sodium ethenesulfonate, minimum number average molecular weight (in amu) 5,600",429691-44-1,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, polymer with ethenyl acetate, ethenylbenzene, 2-ethylhexyl 2-propenoate and ethyl 2-propenoate, minimum number average molecular weight (50,149 Daltons)",85075-52-1,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, polymer with ethenylbenzene and (1-methylethenyl)benzene, minimum number average molecular weight (in amu), 2,000",52831-04-6,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, polymer with ethenylbenzene and (1-methylethenyl) benzene, sodium salt, minimum number average molecular weight (in amu), 2,800",129811-24-1,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, polymer with α-[4-(ethenyloxy) butyl]-ω-hydroxypoly (oxy-1,2-ethanediyl) and 2,5-furandione, sodium salt, minimum number average molecular weight (in amu), 25,000",251479-97-7,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, polymer with α-[4-(ethenyloxy) butyl]-ω-hydroxypoly (oxy-1,2-ethanediyl) and 1,2-propanediol mono-2-propenoate, potassium sodium salt, minimum number average molecular weight (in amu), 16,000",518026-64-7,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, polymer with α-[4-(ethenyloxy) butyl]-ω-hydroxypoly (oxy-1, 2-ethanediyl), sodium salt, minimum number average molecular weight (in amu), 24,000",250591-84-5,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, polymer with 2-propenamide, sodium salt, minimum number average molecular weight (in amu), 18,000",25085-02-3,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, sodium salt, polymer with 2-propenamide, minimum number average molecular weight (in amu), 18,000",25987-30-8,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic, 2-methyl-, polymers with ethyl acrylate and polyethylene glycol methylacrylate C18-22 alkyl ethers",888969-14-0,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Propenoic acid, telomer with N-(1,1-dimethylethyl)-2-propenamide, sodium 2-methyl-2-[(1-oxo-2-propen-1-yl)amino]-1-propanesulfonate (1:1) and sodium sulfite (1:1), sodium salt; number average of molecular weight (in amu), 2,871",115035-53-5,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"2-Pyrrolidone, 1-ethenyl-, polymer with ethenol, minimum number average molecular weight (in amu), 23,000",26008-54-8,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Silane, dichloromethyl- reaction product with silica minimum number average molecular weight (in amu), 3,340,000",68611-44-9,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Silane, trimethoxy[3-(oxiranylmethoxy)propyl]-, hydrolysis products with silica, minimum number average molecular weight (in amu), 640,000",68584-82-7,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Silicic acid, sodium salt, reaction products with chlorotrimethylsilane and iso-propyl alcohol, reaction with poly(oxypropylene)-poly(oxyethylene) glycol, minimum number average molecular weight (in amu), 75,000",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Siloxanes and silicones, di-Me, Me hydrogen, reaction products with vinyl group-terminated di-Me siloxanes, minimum number average molecular weight (in amu) 10,600”",156065-02-0,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Sodium polyflavinoidsulfonate, consisting chiefly of the copolymer of catechin and leucocyanidin",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Soybean oil, ethoxylated; the poly(oxyethylene) content averages 10 moles or greater",61791-23-9,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Starch, oxidized, polymers with Bu acrylate, tert-Bu acrylate and styrene, minimum number average molecular weight (in amu), 10,000",204142-80-3,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Stearyl methacrylate-1,6-hexanediol dimethacrylate copolymer, minimum molecular weight (in amu), 100,000",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Styrene, copolymers with acrylic acid and/or methacrylic acid, with none and/or one or more of the following monomers or polymers: acrylamidopropyl methyl sulfonic acid, methallyl sulfonic acid, 3-sulfopropyl acrylate, 3-sulfopropyl methacrylate, hydroxypropyl methacrylate, hydroxypropyl acrylate, hydroxyethyl methacrylate, hydroxyethyl acrylate, lauryl methacrylate, and/or poly(oxy-1,2-ethanediyl), α-(2-methyl-1-oxo-2-propenyl)-ω-methoxy-; and its sodium, potassium, ammonium, monoethanolamine, and triethanolamine salts; the resulting polymer having a minimum number average molecular weight (in amu), 1200",None.,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Styrene-ethylene-propylene block copolymer, minimum number average molecular weight (in amu), 125,000",108388-87-0,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Styrene, 2-ethylhexyl acrylate, butyl acrylate copolymer, minimum number average molecular weight (in amu), 4,200",30795-23-4,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Styrene-2-ethylhexyl acrylate-glycidyl methacrylate-2-acrylamido-2-methylpropanesulfonic acid graft copolymer, minimum number average molecular weight (in amu), 12,500",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,Styrene-maleic anhydride copolymer,None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Styrene-maleic anhydride copolymer, ester derivative",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Styrene-maleic anhydride ethyl amine salt copolymer, minimum number average molecular weight (in amu), 1,700",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Tall oil, polymer with polyethylene glycol and succinic anhydride monopolyisobutylene derivs., minimum number average molecular weight (in amu), 1,200",1398573-80-2,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Tamarind seed gum, 2-hydroxypropyl ether polymer, minimum number average molecular weight (in amu), 10,000",68551-04-2,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Tetradecyl acrylate-acrylic acid copolymer, minimum number average molecular weight (in amu), 3,000",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Tetraethoxysilane, polymer with hexamethyldisiloxane, minimum number average molecular weight (in amu), 2,500",104133-09-7,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Tetraethoxysilane, polymer with hexamethyldisiloxane, minimum number average molecular weight (in amu), 6,500",104133-09-7,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"α-[p-(1,1,3,3-Tetramethylbutyl)phenyl]-ω-hydroxypoly(oxyethylene) produced by the condensation of 1 mole of p-(1,1,3,3-tetramethylbutyl)phenol with a range of 30-70 moles of ethylene oxide",9036-19-59002-93-1,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"α-[p-(1,1,3,3-Tetramethylbutyl)phenyl] poly(oxypropylene) block polymer with poly(oxyethylene); the poly(oxypropylene) content averages 25 moles, the poly(oxyethylene) content averages 40 moles, the molecular weight (in amu) averages 3,400",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"1,3,5-triazine-2,4,6-triamine, polymer with formaldehyde, methylated, minimum number average molecular weight (in amu), 10000",68002-20-0,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"1,3,5-triazine-2,4,6-triamine, polymer with formaldehyde, minimum number average molecular weight (in amu), 10000",9003-08-1,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"α-[2,4,6-Tris[1-(phenyl)ethyl]phenyl]-ω-hydroxy poly(oxyethylene) poly(oxypropylene) copolymer, the poly(oxypropylene) content averages 2-8 moles, the poly(oxyethylene) content averages 16-30moles, average molecular weight (in amu), 1,500",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Alpha-[2,4,6-Tris[1-(phenyl)ethyl]phenyl]-Omega-hydroxy poly(oxyethylene) poly(oxypropylene) copolymer, the poly(oxypropylene) content averages 2-8 moles, the poly(oxyethylene) content averages 16-60 moles. Minimum number-average molecular weight (in amu) of 1,500",70880-56-7,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Urea-formaldehyde copolymer, minimum average molecular weight (in amu), 30,000",9011-05-6,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Vinyl acetate-allyl acetate-monomethyl maleate copolymer, minimum average molecular weight (in amu), 20,000",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Vinyl acetate-ethylene copolymer, minimum number average molecular weight (in amu), 69,000",24937-78-8,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Vinyl acetate polymer with none and/or one or more of the following monomers: Ethylene, propylene, N-methyl acrylamide, acrylamide, monoethyl maleate, diethyl maleate, monooctyl maleate, dioctyl maleate, maleic anhydride, maleic acid, octyl acrylate, butyl acrylate, ethyl acrylate, methyl acrylate, acrylic acid, octyl methacrylate, butyl methacrylate, ethyl methacrylate, methyl methacrylate, methacrylic acid, carboxyethyl acrylate, and diallyl phthalate; and their corresponding sodium, potassium, ammonium, isopropylamine, triethylamine, monoethanolamine and/or triethanolamine salts; the resulting polymer having a minimum number average molecular weight (in amu), 1,200",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Vinyl acetate-vinyl alcohol-alkyl lactone copolymer, minimum number average molecular weight (in amu), 40,000; minimum viscosity of 18 centipoise",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Vinyl alcohol-disodium itaconate copolymer, minimum average molecular weight (in amu), 50,290",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Vinyl alcohol-vinyl acetate copolymer, benzaldehyde-o-sodium sulfonate condensate, minimum number average molecular weight (in amu), 20,000",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Vinyl alcohol-vinyl acetate-monomethyl maleate, sodium salt-maleic acid, disodium salt-γ-butyrolactone acetic acid, sodium salt copolymer, minimum number average molecular weight (in amu), 20,000",None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,Vinyl chloride-vinyl acetate copolymers,None,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Vinyl pyrrolidone-acrylic acid copolymer, minimum number average molecular weight (in amu), 6,000",28062-44-4,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,"Vinyl pyrrolidone-dimethylaminoethylmethacrylate copolymer, minimum number average molecular weight (in amu), 20,000",30581-59-0,,exemption
180.960,§ 180.960 Polymers; exemptions from the requirement of a tolerance.,Vinyl pyrrolidone-styrene copolymer,25086-29-7,,exemption
180.1021,§ 180.1021 Copper; exemption from the requirement of a tolerance.,Basic copper carbonate (malachite),1184-64-1,,exemption
180.1021,§ 180.1021 Copper; exemption from the requirement of a tolerance.,Copper ammonia complex,16828-95-8,,exemption
180.1021,§ 180.1021 Copper; exemption from the requirement of a tolerance.,Copper ethylenediamine complex,13426-91-0,,exemption
180.1021,§ 180.1021 Copper; exemption from the requirement of a tolerance.,Copper hydroxide,20427-59-2,,exemption
180.1021,§ 180.1021 Copper; exemption from the requirement of a tolerance.,Copper octanoate,20543-04-8,,exemption
180.1021,§ 180.1021 Copper; exemption from the requirement of a tolerance.,Copper oxychloride,1332-65-6,,exemption
180.1021,§ 180.1021 Copper; exemption from the requirement of a tolerance.,Copper oxychloride sulfate,8012-69-9,,exemption
180.1021,§ 180.1021 Copper; exemption from the requirement of a tolerance.,Copper salts of fatty and rosin acids,9007-39-0,,exemption
180.1021,§ 180.1021 Copper; exemption from the requirement of a tolerance.,Copper sulfate basic,1344-73-6,,exemption
180.1021,§ 180.1021 Copper; exemption from the requirement of a tolerance.,Copper sulfate pentahydrate,7758-99-8,,exemption
